HP Frac,WWR,Wall R-Val,Win U-Val,Win SHGC,EUI (kWh/m2),TEDI (kWh/m2),GHGI (kgCO2/m2)
0,0.35,6,0.24,0.3,95.26,34.02,10.46
0,0.35,6,0.24,0.35,94.40,33.16,10.28
0,0.35,6,0.24,0.4,94.12,32.87,10.22
0,0.35,6,0.28,0.3,99.00,37.37,11.15
0,0.35,6,0.28,0.35,98.06,36.46,10.96
0,0.35,6,0.28,0.4,97.34,35.75,10.81
0,0.35,6,0.32,0.3,102.46,40.44,11.78
0,0.35,6,0.32,0.35,101.47,39.50,11.58
0,0.35,6,0.32,0.4,100.56,38.61,11.40
0,0.35,6,0.36,0.3,105.75,43.34,12.38
0,0.35,6,0.36,0.35,104.72,42.37,12.17
0,0.35,6,0.36,0.4,103.76,41.45,11.99
0,0.35,6,0.4,0.3,109.02,46.21,12.97
0,0.35,6,0.4,0.35,107.94,45.21,12.76
0,0.35,6,0.4,0.4,106.95,44.26,12.57
0,0.35,6,0.44,0.3,112.26,49.06,13.55
0,0.35,6,0.44,0.35,111.15,48.03,13.34
0,0.35,6,0.44,0.4,110.11,47.06,13.14
0,0.35,6,0.48,0.3,115.48,51.88,14.13
0,0.35,6,0.48,0.35,114.33,50.82,13.92
0,0.35,6,0.48,0.4,113.26,49.83,13.71
0,0.35,8,0.24,0.3,92.97,32.00,10.04
0,0.35,8,0.24,0.35,92.14,31.16,9.87
0,0.35,8,0.24,0.4,91.87,30.88,9.81
0,0.35,8,0.28,0.3,96.67,35.33,10.72
0,0.35,8,0.28,0.35,95.77,34.44,10.54
0,0.35,8,0.28,0.4,95.08,33.74,10.40
0,0.35,8,0.32,0.3,100.12,38.38,11.35
0,0.35,8,0.32,0.35,99.16,37.46,11.16
0,0.35,8,0.32,0.4,98.28,36.59,10.99
0,0.35,8,0.36,0.3,103.40,41.28,11.95
0,0.35,8,0.36,0.35,102.39,40.32,11.75
0,0.35,8,0.36,0.4,101.46,39.42,11.57
0,0.35,8,0.4,0.3,106.66,44.15,12.54
0,0.35,8,0.4,0.35,105.60,43.16,12.34
0,0.35,8,0.4,0.4,104.63,42.23,12.15
0,0.35,8,0.44,0.3,109.89,46.99,13.13
0,0.35,8,0.44,0.35,108.80,45.97,12.92
0,0.35,8,0.44,0.4,107.79,45.02,12.72
0,0.35,8,0.48,0.3,113.11,49.81,13.71
0,0.35,8,0.48,0.35,111.98,48.77,13.49
0,0.35,8,0.48,0.4,110.93,47.78,13.29
0,0.35,10,0.24,0.3,91.31,30.53,9.74
0,0.35,10,0.24,0.35,90.51,29.71,9.57
0,0.35,10,0.24,0.4,90.25,29.43,9.51
0,0.35,10,0.28,0.3,94.98,33.83,10.42
0,0.35,10,0.28,0.35,94.10,32.96,10.24
0,0.35,10,0.28,0.4,93.43,32.28,10.10
0,0.35,10,0.32,0.3,98.41,36.88,11.04
0,0.35,10,0.32,0.35,97.47,35.97,10.86
0,0.35,10,0.32,0.4,96.61,35.12,10.68
0,0.35,10,0.36,0.3,101.68,39.77,11.64
0,0.35,10,0.36,0.35,100.69,38.82,11.44
0,0.35,10,0.36,0.4,99.78,37.93,11.26
0,0.35,10,0.4,0.3,104.93,42.63,12.23
0,0.35,10,0.4,0.35,103.89,41.66,12.03
0,0.35,10,0.4,0.4,102.94,40.74,11.84
0,0.35,10,0.44,0.3,108.16,45.47,12.81
0,0.35,10,0.44,0.35,107.09,44.47,12.61
0,0.35,10,0.44,0.4,106.09,43.52,12.41
0,0.35,10,0.48,0.3,111.37,48.29,13.39
0,0.35,10,0.48,0.35,110.26,47.26,13.18
0,0.35,10,0.48,0.4,109.22,46.29,12.98
0,0.35,12,0.24,0.3,90.04,29.41,9.51
0,0.35,12,0.24,0.35,89.27,28.61,9.34
0,0.35,12,0.24,0.4,89.02,28.34,9.29
0,0.35,12,0.28,0.3,93.69,32.69,10.18
0,0.35,12,0.28,0.35,92.83,31.84,10.01
0,0.35,12,0.28,0.4,92.17,31.16,9.87
0,0.35,12,0.32,0.3,97.10,35.73,10.81
0,0.35,12,0.32,0.35,96.18,34.83,10.62
0,0.35,12,0.32,0.4,95.34,33.99,10.45
0,0.35,12,0.36,0.3,100.36,38.61,11.40
0,0.35,12,0.36,0.35,99.39,37.68,11.21
0,0.35,12,0.36,0.4,98.50,36.80,11.03
0,0.35,12,0.4,0.3,103.61,41.48,11.99
0,0.35,12,0.4,0.35,102.59,40.51,11.79
0,0.35,12,0.4,0.4,101.65,39.60,11.61
0,0.35,12,0.44,0.3,106.84,44.32,12.57
0,0.35,12,0.44,0.35,105.77,43.32,12.37
0,0.35,12,0.44,0.4,104.79,42.38,12.18
0,0.35,12,0.48,0.3,110.04,47.13,13.15
0,0.35,12,0.48,0.35,108.94,46.11,12.94
0,0.35,12,0.48,0.4,107.92,45.14,12.75
0,0.35,14,0.24,0.3,89.05,28.53,9.32
0,0.35,14,0.24,0.35,88.29,27.74,9.16
0,0.35,14,0.24,0.4,88.05,27.47,9.11
0,0.35,14,0.28,0.3,92.67,31.80,10.00
0,0.35,14,0.28,0.35,91.83,30.95,9.82
0,0.35,14,0.28,0.4,91.19,30.29,9.69
0,0.35,14,0.32,0.3,96.08,34.83,10.62
0,0.35,14,0.32,0.35,95.17,33.94,10.44
0,0.35,14,0.32,0.4,94.34,33.11,10.27
0,0.35,14,0.36,0.3,99.33,37.70,11.21
0,0.35,14,0.36,0.35,98.37,36.78,11.02
0,0.35,14,0.36,0.4,97.49,35.91,10.85
0,0.35,14,0.4,0.3,102.57,40.56,11.80
0,0.35,14,0.4,0.35,101.56,39.60,11.61
0,0.35,14,0.4,0.4,100.64,38.70,11.42
0,0.35,14,0.44,0.3,105.79,43.40,12.39
0,0.35,14,0.44,0.35,104.74,42.41,12.18
0,0.35,14,0.44,0.4,103.77,41.48,11.99
0,0.35,14,0.48,0.3,108.99,46.21,12.96
0,0.35,14,0.48,0.35,107.90,45.20,12.76
0,0.35,14,0.48,0.4,106.89,44.24,12.56
0,0.35,16,0.24,0.3,88.25,27.82,9.18
0,0.35,16,0.24,0.35,87.51,27.04,9.02
0,0.35,16,0.24,0.4,87.27,26.78,8.97
0,0.35,16,0.28,0.3,91.85,31.07,9.85
0,0.35,16,0.28,0.35,91.02,30.24,9.68
0,0.35,16,0.28,0.4,90.39,29.58,9.54
0,0.35,16,0.32,0.3,95.25,34.10,10.47
0,0.35,16,0.32,0.35,94.35,33.21,10.29
0,0.35,16,0.32,0.4,93.54,32.39,10.12
0,0.35,16,0.36,0.3,98.49,36.97,11.06
0,0.35,16,0.36,0.35,97.54,36.05,10.87
0,0.35,16,0.36,0.4,96.68,35.19,10.70
0,0.35,16,0.4,0.3,101.73,39.82,11.65
0,0.35,16,0.4,0.35,100.73,38.87,11.45
0,0.35,16,0.4,0.4,99.82,37.98,11.27
0,0.35,16,0.44,0.3,104.95,42.66,12.23
0,0.35,16,0.44,0.35,103.90,41.68,12.03
0,0.35,16,0.44,0.4,102.94,40.75,11.84
0,0.35,16,0.48,0.3,108.15,45.47,12.81
0,0.35,16,0.48,0.35,107.06,44.46,12.61
0,0.35,16,0.48,0.4,106.06,43.51,12.41
0,0.4,6,0.24,0.3,96.31,34.89,10.64
0,0.4,6,0.24,0.35,95.36,33.93,10.44
0,0.4,6,0.24,0.4,95.05,33.61,10.37
0,0.4,6,0.28,0.3,100.53,38.68,11.42
0,0.4,6,0.28,0.35,99.49,37.66,11.21
0,0.4,6,0.28,0.4,98.69,36.86,11.04
0,0.4,6,0.32,0.3,104.45,42.16,12.13
0,0.4,6,0.32,0.35,103.33,41.09,11.91
0,0.4,6,0.32,0.4,102.32,40.09,11.71
0,0.4,6,0.36,0.3,108.18,45.44,12.81
0,0.4,6,0.36,0.35,107.00,44.33,12.58
0,0.4,6,0.36,0.4,105.93,43.30,12.37
0,0.4,6,0.4,0.3,111.87,48.68,13.48
0,0.4,6,0.4,0.35,110.65,47.54,13.24
0,0.4,6,0.4,0.4,109.53,46.48,13.02
0,0.4,6,0.44,0.3,115.54,51.90,14.14
0,0.4,6,0.44,0.35,114.27,50.73,13.90
0,0.4,6,0.44,0.4,113.10,49.63,13.67
0,0.4,6,0.48,0.3,119.17,55.08,14.79
0,0.4,6,0.48,0.35,117.86,53.88,14.54
0,0.4,6,0.48,0.4,116.64,52.75,14.31
0,0.4,8,0.24,0.3,94.21,33.03,10.25
0,0.4,8,0.24,0.35,93.30,32.10,10.06
0,0.4,8,0.24,0.4,93.00,31.78,10.00
0,0.4,8,0.28,0.3,98.39,36.80,11.03
0,0.4,8,0.28,0.35,97.39,35.80,10.82
0,0.4,8,0.28,0.4,96.62,35.02,10.66
0,0.4,8,0.32,0.3,102.29,40.26,11.74
0,0.4,8,0.32,0.35,101.21,39.21,11.53
0,0.4,8,0.32,0.4,100.23,38.24,11.33
0,0.4,8,0.36,0.3,106.01,43.54,12.42
0,0.4,8,0.36,0.35,104.86,42.45,12.19
0,0.4,8,0.36,0.4,103.82,41.43,11.98
0,0.4,8,0.4,0.3,109.69,46.78,13.08
0,0.4,8,0.4,0.35,108.50,45.66,12.85
0,0.4,8,0.4,0.4,107.40,44.61,12.64
0,0.4,8,0.44,0.3,113.35,49.99,13.74
0,0.4,8,0.44,0.35,112.11,48.84,13.51
0,0.4,8,0.44,0.4,110.96,47.75,13.28
0,0.4,8,0.48,0.3,116.98,53.17,14.40
0,0.4,8,0.48,0.35,115.69,51.99,14.15
0,0.4,8,0.48,0.4,114.50,50.87,13.92
0,0.4,10,0.24,0.3,92.68,31.68,9.97
0,0.4,10,0.24,0.35,91.79,30.76,9.79
0,0.4,10,0.24,0.4,91.51,30.45,9.72
0,0.4,10,0.28,0.3,96.84,35.42,10.74
0,0.4,10,0.28,0.35,95.85,34.44,10.54
0,0.4,10,0.28,0.4,95.10,33.67,10.39
0,0.4,10,0.32,0.3,100.72,38.88,11.46
0,0.4,10,0.32,0.35,99.66,37.84,11.24
0,0.4,10,0.32,0.4,98.70,36.88,11.05
0,0.4,10,0.36,0.3,104.42,42.15,12.13
0,0.4,10,0.36,0.35,103.30,41.07,11.91
0,0.4,10,0.36,0.4,102.28,40.07,11.70
0,0.4,10,0.4,0.3,108.10,45.39,12.80
0,0.4,10,0.4,0.35,106.92,44.28,12.57
0,0.4,10,0.4,0.4,105.85,43.24,12.35
0,0.4,10,0.44,0.3,111.76,48.60,13.46
0,0.4,10,0.44,0.35,110.53,47.45,13.22
0,0.4,10,0.44,0.4,109.40,46.38,13.00
0,0.4,10,0.48,0.3,115.38,51.78,14.11
0,0.4,10,0.48,0.35,114.11,50.60,13.87
0,0.4,10,0.48,0.4,112.93,49.49,13.64
0,0.4,12,0.24,0.3,91.52,30.65,9.76
0,0.4,12,0.24,0.35,90.65,29.75,9.58
0,0.4,12,0.24,0.4,90.38,29.44,9.52
0,0.4,12,0.28,0.3,95.65,34.37,10.53
0,0.4,12,0.28,0.35,94.68,33.41,10.33
0,0.4,12,0.28,0.4,93.95,32.65,10.18
0,0.4,12,0.32,0.3,99.52,37.82,11.24
0,0.4,12,0.32,0.35,98.47,36.80,11.03
0,0.4,12,0.32,0.4,97.53,35.85,10.83
0,0.4,12,0.36,0.3,103.21,41.09,11.91
0,0.4,12,0.36,0.35,102.10,40.02,11.69
0,0.4,12,0.36,0.4,101.10,39.03,11.49
0,0.4,12,0.4,0.3,106.89,44.32,12.58
0,0.4,12,0.4,0.35,105.72,43.22,12.35
0,0.4,12,0.4,0.4,104.66,42.19,12.14
0,0.4,12,0.44,0.3,110.54,47.53,13.24
0,0.4,12,0.44,0.35,109.32,46.40,13.00
0,0.4,12,0.44,0.4,108.21,45.33,12.79
0,0.4,12,0.48,0.3,114.16,50.71,13.89
0,0.4,12,0.48,0.35,112.90,49.54,13.65
0,0.4,12,0.48,0.4,111.74,48.44,13.43
0,0.4,14,0.24,0.3,90.60,29.84,9.59
0,0.4,14,0.24,0.35,89.76,28.95,9.41
0,0.4,14,0.24,0.4,89.49,28.65,9.35
0,0.4,14,0.28,0.3,94.71,33.55,10.36
0,0.4,14,0.28,0.35,93.76,32.59,10.16
0,0.4,14,0.28,0.4,93.05,31.84,10.01
0,0.4,14,0.32,0.3,98.57,36.98,11.07
0,0.4,14,0.32,0.35,97.54,35.97,10.86
0,0.4,14,0.32,0.4,96.62,35.03,10.67
0,0.4,14,0.36,0.3,102.26,40.25,11.74
0,0.4,14,0.36,0.35,101.16,39.19,11.52
0,0.4,14,0.36,0.4,100.17,38.21,11.32
0,0.4,14,0.4,0.3,105.93,43.48,12.40
0,0.4,14,0.4,0.35,104.77,42.39,12.18
0,0.4,14,0.4,0.4,103.73,41.37,11.97
0,0.4,14,0.44,0.3,109.58,46.69,13.06
0,0.4,14,0.44,0.35,108.37,45.56,12.83
0,0.4,14,0.44,0.4,107.27,44.50,12.61
0,0.4,14,0.48,0.3,113.20,49.87,13.72
0,0.4,14,0.48,0.35,111.94,48.70,13.48
0,0.4,14,0.48,0.4,110.79,47.62,13.25
0,0.4,16,0.24,0.3,89.86,29.18,9.46
0,0.4,16,0.24,0.35,89.04,28.31,9.28
0,0.4,16,0.24,0.4,88.78,28.01,9.22
0,0.4,16,0.28,0.3,93.96,32.88,10.22
0,0.4,16,0.28,0.35,93.02,31.93,10.03
0,0.4,16,0.28,0.4,92.32,31.19,9.88
0,0.4,16,0.32,0.3,97.81,36.31,10.93
0,0.4,16,0.32,0.35,96.78,35.31,10.72
0,0.4,16,0.32,0.4,95.87,34.38,10.53
0,0.4,16,0.36,0.3,101.49,39.57,11.60
0,0.4,16,0.36,0.35,100.40,38.52,11.38
0,0.4,16,0.36,0.4,99.43,37.55,11.18
0,0.4,16,0.4,0.3,105.16,42.80,12.26
0,0.4,16,0.4,0.35,104.01,41.71,12.04
0,0.4,16,0.4,0.4,102.97,40.70,11.83
0,0.4,16,0.44,0.3,108.80,46.01,12.92
0,0.4,16,0.44,0.35,107.60,44.89,12.69
0,0.4,16,0.44,0.4,106.51,43.83,12.48
0,0.4,16,0.48,0.3,112.42,49.18,13.58
0,0.4,16,0.48,0.35,111.17,48.03,13.34
0,0.4,16,0.48,0.4,110.03,46.94,13.12
0,0.45,6,0.24,0.3,97.36,35.76,10.81
0,0.45,6,0.24,0.35,96.33,34.70,10.60
0,0.45,6,0.24,0.4,96.00,34.35,10.53
0,0.45,6,0.28,0.3,102.05,39.98,11.68
0,0.45,6,0.28,0.35,100.91,38.85,11.45
0,0.45,6,0.28,0.4,100.05,37.97,11.27
0,0.45,6,0.32,0.3,106.42,43.85,12.48
0,0.45,6,0.32,0.35,105.19,42.66,12.24
0,0.45,6,0.32,0.4,104.08,41.56,12.01
0,0.45,6,0.36,0.3,110.57,47.51,13.23
0,0.45,6,0.36,0.35,109.27,46.28,12.98
0,0.45,6,0.36,0.4,108.09,45.13,12.75
0,0.45,6,0.4,0.3,114.69,51.12,13.98
0,0.45,6,0.4,0.35,113.33,49.85,13.72
0,0.45,6,0.4,0.4,112.09,48.67,13.47
0,0.45,6,0.44,0.3,118.77,54.70,14.71
0,0.45,6,0.44,0.35,117.35,53.39,14.44
0,0.45,6,0.44,0.4,116.05,52.17,14.19
0,0.45,6,0.48,0.3,122.81,58.24,15.44
0,0.45,6,0.48,0.35,121.34,56.89,15.16
0,0.45,6,0.48,0.4,119.99,55.63,14.90
0,0.45,8,0.24,0.3,95.44,34.06,10.47
0,0.45,8,0.24,0.35,94.45,33.03,10.25
0,0.45,8,0.24,0.4,94.13,32.68,10.18
0,0.45,8,0.28,0.3,100.10,38.26,11.33
0,0.45,8,0.28,0.35,98.99,37.15,11.10
0,0.45,8,0.28,0.4,98.15,36.29,10.93
0,0.45,8,0.32,0.3,104.45,42.12,12.12
0,0.45,8,0.32,0.35,103.25,40.95,11.88
0,0.45,8,0.32,0.4,102.17,39.87,11.66
0,0.45,8,0.36,0.3,108.59,45.77,12.88
0,0.45,8,0.36,0.35,107.31,44.56,12.63
0,0.45,8,0.36,0.4,106.16,43.43,12.39
0,0.45,8,0.4,0.3,112.70,49.38,13.62
0,0.45,8,0.4,0.35,111.36,48.13,13.36
0,0.45,8,0.4,0.4,110.15,46.96,13.12
0,0.45,8,0.44,0.3,116.77,52.96,14.35
0,0.45,8,0.44,0.35,115.38,51.66,14.09
0,0.45,8,0.44,0.4,114.10,50.45,13.84
0,0.45,8,0.48,0.3,120.81,56.49,15.08
0,0.45,8,0.48,0.35,119.36,55.16,14.81
0,0.45,8,0.48,0.4,118.03,53.91,14.55
0,0.45,10,0.24,0.3,94.05,32.82,10.21
0,0.45,10,0.24,0.35,93.08,31.81,10.00
0,0.45,10,0.24,0.4,92.78,31.47,9.93
0,0.45,10,0.28,0.3,98.68,37.00,11.07
0,0.45,10,0.28,0.35,97.59,35.91,10.85
0,0.45,10,0.28,0.4,96.78,35.06,10.67
0,0.45,10,0.32,0.3,103.01,40.85,11.86
0,0.45,10,0.32,0.35,101.83,39.70,11.63
0,0.45,10,0.32,0.4,100.77,38.63,11.41
0,0.45,10,0.36,0.3,107.14,44.50,12.61
0,0.45,10,0.36,0.35,105.89,43.30,12.37
0,0.45,10,0.36,0.4,104.75,42.18,12.14
0,0.45,10,0.4,0.3,111.24,48.11,13.36
0,0.45,10,0.4,0.35,109.92,46.87,13.10
0,0.45,10,0.4,0.4,108.73,45.71,12.86
0,0.45,10,0.44,0.3,115.31,51.69,14.09
0,0.45,10,0.44,0.35,113.93,50.40,13.83
0,0.45,10,0.44,0.4,112.68,49.20,13.58
0,0.45,10,0.48,0.3,119.35,55.22,14.82
0,0.45,10,0.48,0.35,117.91,53.90,14.55
0,0.45,10,0.48,0.4,116.60,52.66,14.29
0,0.45,12,0.24,0.3,92.99,31.88,10.02
0,0.45,12,0.24,0.35,92.04,30.88,9.81
0,0.45,12,0.24,0.4,91.74,30.55,9.74
0,0.45,12,0.28,0.3,97.59,36.04,10.87
0,0.45,12,0.28,0.35,96.53,34.97,10.65
0,0.45,12,0.28,0.4,95.73,34.12,10.48
0,0.45,12,0.32,0.3,101.91,39.89,11.66
0,0.45,12,0.32,0.35,100.75,38.74,11.43
0,0.45,12,0.32,0.4,99.71,37.69,11.21
0,0.45,12,0.36,0.3,106.04,43.53,12.41
0,0.45,12,0.36,0.35,104.79,42.34,12.17
0,0.45,12,0.36,0.4,103.68,41.23,11.94
0,0.45,12,0.4,0.3,110.13,47.14,13.16
0,0.45,12,0.4,0.35,108.82,45.90,12.90
0,0.45,12,0.4,0.4,107.64,44.75,12.67
0,0.45,12,0.44,0.3,114.20,50.71,13.89
0,0.45,12,0.44,0.35,112.83,49.43,13.63
0,0.45,12,0.44,0.4,111.59,48.25,13.39
0,0.45,12,0.48,0.3,118.23,54.24,14.62
0,0.45,12,0.48,0.35,116.81,52.93,14.35
0,0.45,12,0.48,0.4,115.51,51.70,14.10
0,0.45,14,0.24,0.3,92.15,31.14,9.86
0,0.45,14,0.24,0.35,91.23,30.15,9.66
0,0.45,14,0.24,0.4,90.93,29.82,9.60
0,0.45,14,0.28,0.3,96.74,35.29,10.72
0,0.45,14,0.28,0.35,95.69,34.22,10.50
0,0.45,14,0.28,0.4,94.90,33.39,10.33
0,0.45,14,0.32,0.3,101.04,39.12,11.51
0,0.45,14,0.32,0.35,99.89,37.99,11.28
0,0.45,14,0.32,0.4,98.87,36.95,11.06
0,0.45,14,0.36,0.3,105.16,42.77,12.26
0,0.45,14,0.36,0.35,103.93,41.58,12.01
0,0.45,14,0.36,0.4,102.84,40.48,11.79
0,0.45,14,0.4,0.3,109.26,46.37,13.00
0,0.45,14,0.4,0.35,107.96,45.14,12.75
0,0.45,14,0.4,0.4,106.79,44.00,12.51
0,0.45,14,0.44,0.3,113.32,49.94,13.73
0,0.45,14,0.44,0.35,111.96,48.67,13.47
0,0.45,14,0.44,0.4,110.73,47.49,13.23
0,0.45,14,0.48,0.3,117.35,53.47,14.46
0,0.45,14,0.48,0.35,115.94,52.17,14.19
0,0.45,14,0.48,0.4,114.64,50.95,13.94
0,0.45,16,0.24,0.3,91.47,30.54,9.74
0,0.45,16,0.24,0.35,90.57,29.56,9.54
0,0.45,16,0.24,0.4,90.28,29.24,9.47
0,0.45,16,0.28,0.3,96.05,34.68,10.59
0,0.45,16,0.28,0.35,95.01,33.62,10.38
0,0.45,16,0.28,0.4,94.23,32.79,10.21
0,0.45,16,0.32,0.3,100.34,38.51,11.38
0,0.45,16,0.32,0.35,99.21,37.38,11.15
0,0.45,16,0.32,0.4,98.20,36.35,10.94
0,0.45,16,0.36,0.3,104.46,42.14,12.13
0,0.45,16,0.36,0.35,103.24,40.97,11.89
0,0.45,16,0.36,0.4,102.15,39.88,11.66
0,0.45,16,0.4,0.3,108.55,45.75,12.87
0,0.45,16,0.4,0.35,107.26,44.53,12.62
0,0.45,16,0.4,0.4,106.10,43.39,12.39
0,0.45,16,0.44,0.3,112.61,49.32,13.60
0,0.45,16,0.44,0.35,111.26,48.06,13.35
0,0.45,16,0.44,0.4,110.03,46.88,13.10
0,0.45,16,0.48,0.3,116.64,52.85,14.33
0,0.45,16,0.48,0.35,115.23,51.55,14.06
0,0.45,16,0.48,0.4,113.95,50.33,13.81
0,0.5,6,0.24,0.3,98.41,36.62,10.99
0,0.5,6,0.24,0.35,97.30,35.47,10.76
0,0.5,6,0.24,0.4,96.96,35.09,10.68
0,0.5,6,0.28,0.3,103.57,41.26,11.95
0,0.5,6,0.28,0.35,102.33,40.03,11.70
0,0.5,6,0.28,0.4,101.40,39.07,11.50
0,0.5,6,0.32,0.3,108.38,45.53,12.83
0,0.5,6,0.32,0.35,107.03,44.23,12.56
0,0.5,6,0.32,0.4,105.83,43.03,12.31
0,0.5,6,0.36,0.3,112.95,49.56,13.66
0,0.5,6,0.36,0.35,111.52,48.20,13.38
0,0.5,6,0.36,0.4,110.24,46.95,13.12
0,0.5,6,0.4,0.3,117.48,53.54,14.47
0,0.5,6,0.4,0.35,115.98,52.13,14.19
0,0.5,6,0.4,0.4,114.62,50.83,13.92
0,0.5,6,0.44,0.3,121.96,57.47,15.28
0,0.5,6,0.44,0.35,120.40,56.02,14.99
0,0.5,6,0.44,0.4,118.98,54.68,14.71
0,0.5,6,0.48,0.3,126.40,61.35,16.08
0,0.5,6,0.48,0.35,124.78,59.87,15.78
0,0.5,6,0.48,0.4,123.30,58.48,15.49
0,0.5,8,0.24,0.3,96.68,35.08,10.68
0,0.5,8,0.24,0.35,95.60,33.95,10.45
0,0.5,8,0.24,0.4,95.27,33.58,10.37
0,0.5,8,0.28,0.3,101.80,39.71,11.63
0,0.5,8,0.28,0.35,100.59,38.49,11.38
0,0.5,8,0.28,0.4,99.69,37.55,11.19
0,0.5,8,0.32,0.3,106.59,43.97,12.50
0,0.5,8,0.32,0.35,105.27,42.68,12.24
0,0.5,8,0.32,0.4,104.10,41.49,12.00
0,0.5,8,0.36,0.3,111.15,47.98,13.33
0,0.5,8,0.36,0.35,109.75,46.65,13.06
0,0.5,8,0.36,0.4,108.49,45.41,12.80
0,0.5,8,0.4,0.3,115.67,51.96,14.15
0,0.5,8,0.4,0.35,114.20,50.57,13.86
0,0.5,8,0.4,0.4,112.87,49.29,13.60
0,0.5,8,0.44,0.3,120.16,55.89,14.96
0,0.5,8,0.44,0.35,118.61,54.46,14.66
0,0.5,8,0.44,0.4,117.21,53.13,14.39
0,0.5,8,0.48,0.3,124.59,59.78,15.76
0,0.5,8,0.48,0.35,122.99,58.30,15.45
0,0.5,8,0.48,0.4,121.52,56.93,15.17
0,0.5,10,0.24,0.3,95.41,33.96,10.45
0,0.5,10,0.24,0.35,94.37,32.85,10.22
0,0.5,10,0.24,0.4,94.04,32.48,10.14
0,0.5,10,0.28,0.3,100.51,38.57,11.39
0,0.5,10,0.28,0.35,99.33,37.37,11.15
0,0.5,10,0.28,0.4,98.44,36.44,10.96
0,0.5,10,0.32,0.3,105.28,42.82,12.27
0,0.5,10,0.32,0.35,103.99,41.54,12.01
0,0.5,10,0.32,0.4,102.84,40.37,11.77
0,0.5,10,0.36,0.3,109.84,46.83,13.09
0,0.5,10,0.36,0.35,108.45,45.51,12.82
0,0.5,10,0.36,0.4,107.22,44.28,12.57
0,0.5,10,0.4,0.3,114.36,50.81,13.91
0,0.5,10,0.4,0.35,112.89,49.43,13.63
0,0.5,10,0.4,0.4,111.58,48.16,13.37
0,0.5,10,0.44,0.3,118.84,54.74,14.72
0,0.5,10,0.44,0.35,117.30,53.31,14.43
0,0.5,10,0.44,0.4,115.92,51.99,14.16
0,0.5,10,0.48,0.3,123.27,58.62,15.52
0,0.5,10,0.48,0.35,121.68,57.16,15.22
0,0.5,10,0.48,0.4,120.23,55.79,14.94
0,0.5,12,0.24,0.3,94.45,33.11,10.27
0,0.5,12,0.24,0.35,93.43,32.01,10.05
0,0.5,12,0.24,0.4,93.11,31.65,9.97
0,0.5,12,0.28,0.3,99.52,37.70,11.21
0,0.5,12,0.28,0.35,98.36,36.51,10.97
0,0.5,12,0.28,0.4,97.49,35.59,10.78
0,0.5,12,0.32,0.3,104.29,41.94,12.09
0,0.5,12,0.32,0.35,103.01,40.68,11.83
0,0.5,12,0.32,0.4,101.87,39.52,11.59
0,0.5,12,0.36,0.3,108.84,45.95,12.91
0,0.5,12,0.36,0.35,107.46,44.64,12.64
0,0.5,12,0.36,0.4,106.25,43.42,12.39
0,0.5,12,0.4,0.3,113.35,49.93,13.73
0,0.5,12,0.4,0.35,111.90,48.56,13.45
0,0.5,12,0.4,0.4,110.60,47.29,13.19
0,0.5,12,0.44,0.3,117.83,53.86,14.54
0,0.5,12,0.44,0.35,116.31,52.44,14.25
0,0.5,12,0.44,0.4,114.94,51.13,13.98
0,0.5,12,0.48,0.3,122.26,57.74,15.34
0,0.5,12,0.48,0.35,120.68,56.28,15.04
0,0.5,12,0.48,0.4,119.24,54.92,14.76
0,0.5,14,0.24,0.3,93.69,32.44,10.13
0,0.5,14,0.24,0.35,92.69,31.35,9.91
0,0.5,14,0.24,0.4,92.38,30.99,9.84
0,0.5,14,0.28,0.3,98.75,37.01,11.07
0,0.5,14,0.28,0.35,97.60,35.84,10.83
0,0.5,14,0.28,0.4,96.74,34.92,10.65
0,0.5,14,0.32,0.3,103.50,41.25,11.94
0,0.5,14,0.32,0.35,102.23,40.00,11.69
0,0.5,14,0.32,0.4,101.12,38.85,11.45
0,0.5,14,0.36,0.3,108.04,45.26,12.77
0,0.5,14,0.36,0.35,106.68,43.95,12.50
0,0.5,14,0.36,0.4,105.48,42.74,12.25
0,0.5,14,0.4,0.3,112.55,49.23,13.59
0,0.5,14,0.4,0.35,111.12,47.87,13.31
0,0.5,14,0.4,0.4,109.83,46.61,13.05
0,0.5,14,0.44,0.3,117.03,53.16,14.40
0,0.5,14,0.44,0.35,115.52,51.75,14.11
0,0.5,14,0.44,0.4,114.16,50.45,13.84
0,0.5,14,0.48,0.3,121.46,57.04,15.19
0,0.5,14,0.48,0.35,119.89,55.59,14.90
0,0.5,14,0.48,0.4,118.46,54.24,14.62
0,0.5,16,0.24,0.3,93.08,31.89,10.02
0,0.5,16,0.24,0.35,92.09,30.82,9.80
0,0.5,16,0.24,0.4,91.79,30.46,9.73
0,0.5,16,0.28,0.3,98.12,36.46,10.96
0,0.5,16,0.28,0.35,96.99,35.29,10.72
0,0.5,16,0.28,0.4,96.14,34.38,10.54
0,0.5,16,0.32,0.3,102.87,40.69,11.83
0,0.5,16,0.32,0.35,101.61,39.44,11.57
0,0.5,16,0.32,0.4,100.51,38.30,11.34
0,0.5,16,0.36,0.3,107.40,44.70,12.65
0,0.5,16,0.36,0.35,106.05,43.39,12.39
0,0.5,16,0.36,0.4,104.86,42.19,12.14
0,0.5,16,0.4,0.3,111.91,48.67,13.47
0,0.5,16,0.4,0.35,110.48,47.31,13.19
